"time","vout"
0,0
1e-7,0.2434620568374694
2e-7,0.4838252499839541
3e-7,0.7210541559413293
4e-7,0.955112623607042
5e-7,1.185965419926764
6e-7,1.4135780147528016
7e-7,1.6379164914129254
8e-7,1.8589474747588184
9e-7,2.0766381033941324
1e-6,2.2909561538721728
1.1e-6,2.5018699552053953
1.2e-6,2.709348575035334
1.3e-6,2.913361620081276
1.4e-6,3.1138793406649508
1.5e-6,3.310872617637086
1.6e-6,3.5043130893777095
1.7e-6,3.694173130765021
1.8e-6,3.8804256481195725
1.9e-6,4.063044418497747
2e-6,4.242004048332485
2.1e-6,4.417279618866134
2.2e-6,4.588847065355289
2.3e-6,4.756683132090315
2.4e-6,4.920765154197135
2.5e-6,5.0810714028270665
2.6e-6,5.237581316724066
2.7e-6,5.390274581955214
2.8e-6,5.539131878319273
2.9e-6,5.684134805824659
3e-6,5.825265607195262
3.1e-6,5.962507446929252
3.2e-6,6.095844895875837
3.3e-6,6.225262740307764
3.4e-6,6.3507468257030215
3.5e-6,6.472283855697868
3.6e-6,6.589861386628328
3.7e-6,6.7034678313146365
3.8e-6,6.813092918634335
3.9e-6,6.918726939628734
4e-6,7.020361251125253
4.1e-6,7.117988056712395
4.2e-6,7.211600601600438
4.3e-6,7.30119308861842
4.4e-6,7.386760530091569
4.5e-6,7.468298964890417
4.6e-6,7.545805401252938
4.7e-6,7.619277773304749
4.8e-6,7.68871497308458
4.9e-6,7.754116854141188
5e-6,7.815484277885081
5.1e-6,7.872819085662245
5.2e-6,7.9261240729182
5.3e-6,7.975403038561868
5.4e-6,8.020660777230791
5.5e-6,8.061903084786083
5.6e-6,8.099136591710394
5.7e-6,8.132368870947694
5.8e-6,8.161608735913244
5.9e-6,8.186865874124571
6e-6,8.208150966531779
6.1e-6,8.225475689842739
6.2e-6,8.238852698251657
6.3e-6,8.248295669531274
6.4e-6,8.253819275996465
6.5e-6,8.25543919286025
6.6e-6,8.253172101326388
6.7e-6,8.247035470745256
6.8e-6,8.237047561892652
6.9e-6,8.223228152548588
7e-6,8.205597769607916
7.1e-6,8.184177921365704
7.2e-6,8.158991097041117
7.3e-6,8.130060373271348
7.4e-6,8.097410191315475
7.5e-6,8.06106590589477
7.6e-6,8.02105377604163
7.7e-6,7.9774010143872385
7.8e-6,7.930135661158321
7.9e-6,7.8792864285061945
8e-6,7.824883453889525
8.1e-6,7.766957590231064
8.2e-6,7.7055406059216995
8.3e-6,7.640665180563486
8.4e-6,7.572364621545193
8.5e-6,7.50067334629688
8.6e-6,7.425626705814802
8.7e-6,7.347260858247448
8.8e-6,7.265612830636742
8.9e-6,7.1807204486174525
9e-6,7.092622085354998
9.1e-6,7.001357421737475
9.2e-6,6.906966779839824
9.3e-6,6.809491299766009
9.4e-6,6.708972932218696
9.5e-6,6.605454179252905
9.6e-6,6.4989784490642935
9.7e-6,6.389590066362556
9.8e-6,6.277334018521815
9.9e-6,6.162256043815837
1e-5,6.044402593335791
1.01e-5,5.923820474347075
1.02e-5,5.800557719392978
1.03e-5,5.674662861506197
1.04e-5,5.546185117905617
1.05e-5,5.415174379306122
1.06e-5,5.281681017414491
1.07e-5,5.145756060191908
1.08e-5,5.007451364586552
1.09e-5,4.866819293838213
1.1e-5,4.723912811393226
1.11e-5,4.578785468759997
1.12e-5,4.431491048638598
1.13e-5,4.282084323525126
1.14e-5,4.13062044595275
1.15e-5,3.9771550888620038
1.16e-5,3.8217444343556313
1.17e-5,3.6644450478116046
1.18e-5,3.505313911663097
1.19e-5,3.34440867827423
1.2e-5,3.181787343449029
1.21e-5,3.017508329492283
1.22e-5,2.851630470631232
1.23e-5,2.6842127615810165
1.24e-5,2.515314833330315
1.25e-5,2.3449966168447034
1.26e-5,2.173318363165753
1.27e-5,2.0003406480957526
1.28e-5,1.8261242920232719
1.29e-5,1.6507303097476025
1.3e-5,1.4742201867797637
1.31e-5,1.296655574871901
1.32e-5,1.1180983607013644
1.33e-5,0.9386106493912527
1.34e-5,0.7582546047712068
1.35e-5,0.5770926998830286
1.36e-5,0.3951875729428652
1.37e-5,0.2126019790236477
1.38e-5,0.029398799255441303
1.39e-5,-0.1543590034275368
1.4e-5,-0.33860846326999167
1.41e-5,-0.5232864001297559
1.42e-5,-0.7083296412448198
1.43e-5,-0.8936749810261184
1.44e-5,-1.0792591987986804
1.45e-5,-1.265019137819886
1.46e-5,-1.4508916251011374
1.47e-5,-1.6368135069026477
1.48e-5,-1.822721709065201
1.49e-5,-2.008553236079041
1.5e-5,-2.1942451945207466
1.51e-5,-2.3797348459449217
1.52e-5,-2.5649595290384775
1.53e-5,-2.749856757940299
1.54e-5,-2.934364218485812
1.55e-5,-3.1184197865029994
1.56e-5,-3.3019615483543996
1.57e-5,-3.4849278164407465
1.58e-5,-3.667257146348745
1.59e-5,-3.8488883581229127
1.6e-5,-4.029760553502184
1.61e-5,-4.209813132700961
1.62e-5,-4.388985763715368
1.63e-5,-4.567218515947092
1.64e-5,-4.7444517866617355
1.65e-5,-4.92062634376855
1.66e-5,-5.095683343933932
1.67e-5,-5.269564350694845
1.68e-5,-5.442211352572291
