"time","vout"
0,0
1e-7,0.06956432008320411
2e-7,0.1382631008289792
3e-7,0.2061048322341563
4e-7,0.27309811828702935
5e-7,0.33925204879622056
6e-7,0.4045756344072432
7e-7,0.4690773187851032
8e-7,0.5327654197718592
9e-7,0.5956485033513657
1e-6,0.6577348586218688
1.1e-6,0.7190325642804586
1.2e-6,0.7795496718165583
1.3e-6,0.8392942049874943
1.4e-6,0.8982739791121519
1.5e-6,0.9564967555134689
1.6e-6,1.0139702538084878
1.7e-6,1.0707020134362748
1.8e-6,1.1266995570215468
1.9e-6,1.181970289180646
2e-6,1.236521467627655
2.1e-6,1.2903603040341436
2.2e-6,1.3434938988226184
2.3e-6,1.395929287682806
2.4e-6,1.4476733787168565
2.5e-6,1.4987329982461788
2.6e-6,1.549114985522641
2.7e-6,1.5988259883004248
2.8e-6,1.6478726013299276
2.9e-6,1.6962614112999466
3e-6,1.7439988583611388
3.1e-6,1.7910913182361061
3.2e-6,1.8375450997758438
3.3e-6,1.8833664273413837
3.4e-6,1.9285614470403287
3.5e-6,1.973136230288808
3.6e-6,2.0170967696387665
3.7e-6,2.060448979197882
3.8e-6,2.1031986957321376
3.9e-6,2.1453516782283297
4e-6,2.1869136078940663
4.1e-6,2.227890199865455
4.2e-6,2.268287061135972
4.3e-6,2.308109624811841
4.4e-6,2.347363309782325
4.5e-6,2.386053462559872
4.6e-6,2.4241853572801078
4.7e-6,2.4617642813915848
4.8e-6,2.4987955093583145
4.9e-6,2.535284037817563
5e-6,2.5712348924377224
5.1e-6,2.606653030458527
5.2e-6,2.641543340691048
5.3e-6,2.675910960592971
5.4e-6,2.709760612622355
5.5e-6,2.7430969931410747
5.6e-6,2.775924785299552
5.7e-6,2.8082486099294717
5.8e-6,2.840073076497364
5.9e-6,2.871402860636864
6e-6,2.9022423303489586
6.1e-6,2.9325958985252956
6.2e-6,2.9624679197661914
6.3e-6,2.991862690380633
6.4e-6,3.0207846073177005
6.5e-6,3.049237889232533
6.6e-6,3.0772266476092707
6.7e-6,3.104754990554247
6.8e-6,3.1318269721470995
6.9e-6,3.1584466144656753
7e-6,3.1846180588819792
7.1e-6,3.210345126412463
7.2e-6,3.2356316929265536
7.3e-6,3.260481584065197
7.4e-6,3.2848985752408537
7.5e-6,3.3088864966749116
7.6e-6,3.332449097583725
7.7e-6,3.355589978037799
7.8e-6,3.3783127501971473
7.9e-6,3.400620979610482
8e-6,3.42251818521522
8.1e-6,3.444007991179822
8.2e-6,3.4650937856020545
8.3e-6,3.4857789875406593
8.4e-6,3.5060669770111157
8.5e-6,3.525961095293407
8.6e-6,3.5454646454894427
8.7e-6,3.564580893080479
8.8e-6,3.5833130664845405
8.9e-6,3.601664357613842
9e-6,3.6196379224322097
9.1e-6,3.6372368815125045
9.2e-6,3.6544643701045043
9.3e-6,3.671323422988948
9.4e-6,3.687817058301372
9.5e-6,3.703948267969257
9.6e-6,3.719720012220974
9.7e-6,3.7351352201922476
9.8e-6,3.750196790532614
9.9e-6,3.7649075920118755
1e-5,3.7792704641265686
1.01e-5,3.793288217706413
1.02e-5,3.806963415905357
1.03e-5,3.8202989332123782
1.04e-5,3.8332974799182598
1.05e-5,3.8459617347474246
1.06e-5,3.858294348224473
1.07e-5,3.8702979431579445
1.08e-5,3.8819751151240802
1.09e-5,3.8933284329505895
1.1e-5,3.9043604392004148
1.11e-5,3.9150736382696847
1.12e-5,3.925470394477205
1.13e-5,3.93555325086919
1.14e-5,3.945324636896077
1.15e-5,3.9547869567653793
1.16e-5,3.963942589860474
1.17e-5,3.9727938911594056
1.18e-5,3.981343191653678
1.19e-5,3.989592798767052
1.2e-5,3.997544985479385
1.21e-5,4.0052019658485944
1.22e-5,4.012566007609816
1.23e-5,4.019639321742585
1.24e-5,4.02642409705167
1.25e-5,4.0329225005531555
1.26e-5,4.039136677860535
1.27e-5,4.045068753570794
1.28e-5,4.050720831650496
1.29e-5,4.0560949818740335
1.3e-5,4.061193237298389
1.31e-5,4.0660176615426264
1.32e-5,4.070570274414
1.33e-5,4.0748530763945165
1.34e-5,4.078868048996803
1.35e-5,4.082617155119984
1.36e-5,4.086102339405559
1.37e-5,4.0893255285932675
1.38e-5,4.092288612562079
1.39e-5,4.0949934599655275
1.4e-5,4.097441961954068
1.41e-5,4.099635971448721
1.42e-5,4.101577324584977
1.43e-5,4.10326784103618
1.44e-5,4.104709324336901
1.45e-5,4.105903562206311
1.46e-5,4.106852326871559
1.47e-5,4.107557341495774
1.48e-5,4.108020327682577
1.49e-5,4.1082430301560935
1.5e-5,4.108227154340863
1.51e-5,4.107974390858417
1.52e-5,4.1074864158049875
1.53e-5,4.106764891029199
1.54e-5,4.105811464409762
1.55e-5,4.1046277701331855
1.56e-5,4.103215388989012
1.57e-5,4.101575920369231
1.58e-5,4.099710970575064
1.59e-5,4.097622113974535
1.6e-5,4.095310911737846
1.61e-5,4.092778912071288
1.62e-5,4.090027650451148
1.63e-5,4.087058649857626
1.64e-5,4.083873421008749
1.65e-5,4.08047343815638
1.66e-5,4.076860190168175
1.67e-5,4.0730351556804525
1.68e-5,4.068999794653291
1.69e-5,4.064755555494714
1.7e-5,4.060303875272204
1.71e-5,4.055646179924249
1.72e-5,4.050783884471857
1.73e-5,4.045718393230092
1.74e-5,4.040451087967419
1.75e-5,4.034983355787972
1.76e-5,4.029316570399281
1.77e-5,4.023452093682489
1.78e-5,4.017391277675898
1.79e-5,4.011135464777061
1.8e-5,4.004685987944883
1.81e-5,3.998044170901726
1.82e-5,3.991211328335501
