"time","vout"
0,0
0.01,0.011047847805319725
0.02,0.04360289259912703
0.03,0.09676548392708635
0.04,0.1696406950491458
0.05,0.2613321692437369
0.06,0.3709452191196943
0.07,0.4975855627575013
0.08,0.6403594657561992
0.09,0.7983745983173437
0.1,0.9707403867346139
0.11,1.1565683508538593
0.12,1.3549724812658983
0.13,1.5650697003323657
0.14,1.7859804149222773
0.15,2.0168289790852465
0.16,2.256744370281807
0.17,2.504860673513193
0.18,2.7603178890142477
0.19,3.0222623357126266
0.2,3.2898475390300783
0.21,3.5622346549687474
0.22,3.8385933374562717
0.23,4.118102241788698
0.24,4.39994992911261
0.25,4.6833353624381715
0.26,4.967468937066704
0.27,5.251572904868207
0.28,5.53488241624525
0.29,5.816646005917964
0.3,6.096126393538505
0.31,6.372601205472761
0.32,6.645363453662566
0.33,6.913722506744203
0.34,7.177004629011082
0.35,7.434553889370871
0.36,7.685733236442913
0.37,7.929924239271411
0.38,8.166528560034445
0.39,8.394966521544095
0.4,8.614681046010489
0.41,8.825136375561007
0.42,9.025818386125945
0.43,9.216235571045956
0.44,9.39592054244387
0.45,9.564428330952081
0.46,9.721337292523
0.47,9.866252298321479
0.48,9.998801710451168
0.49,10.118638149401454
0.5,10.225441739490387
0.51,10.318917855572113
0.52,10.398797924241988
0.53,10.46484092161821
0.54,10.516831751248281
0.55,10.5545803922778
0.56,10.577926774637135
0.57,10.586736513035623
0.58,10.580900214501323
0.59,10.560338568914055
0.6,10.524998296677595
0.61,10.474851875961878
0.62,10.40990079534876
0.63,10.330172103090344
0.64,10.235719113048532
0.65,10.126623181325417
0.66,10.002990088844639
0.67,9.86495258306351
0.68,9.712669556556461
0.69,9.546323162449383
0.7,9.366122551288884
0.71,9.172300645685212
0.72,8.965113192295147
0.73,8.744841174017733
0.74,8.511787445669281
0.75,8.266277078077989
0.76,8.008658042111286
0.77,7.7392980084747185
0.78,7.458586144567667
0.79,7.166931632709483
0.8,6.86476135611154
0.81,6.552522121057715
0.82,6.230677751263665
0.83,5.899708086268582
0.84,5.560110208830965
0.85,5.212395410226972
0.86,4.8570892276001
0.87,4.494731303053877
0.88,4.125872563466509
0.89,3.751076320005762
0.9,3.3709164230156126
0.91,2.9859755120463722
0.92,2.5968458078410936
0.93,2.2041268058629946
0.94,1.8084242984000436
0.95,1.410350371975869
0.96,1.0105212685774096
0.97,0.6095569103310571
0.98,0.20808009398287275
0.99,-0.19328528428720876
1,-0.5939144325432852
1.01,-0.993183132045683
1.02,-1.3904688774417646
1.03,-1.785151527552912
1.04,-2.17661449120133
1.05,-2.564245647719077
1.06,-2.947438562541182
1.07,-3.3255933905361394
1.08,-3.698117893275359
1.09,-4.064428442769913
1.1,-4.423950203549035
1.11,-4.7761194335844515
1.12,-5.120383569852509
1.13,-5.456202129738318
1.14,-5.783048183098967
1.15,-6.100408317449423
1.16,-6.407783534853979
1.17,-6.704691304989675
1.18,-6.990664980128111
1.19,-7.265255422751488
1.2,-7.528031730703114
1.21,-7.778580199947136
1.22,-8.016507936314774
1.23,-8.24144145099765
1.24,-8.453026681506097
1.25,-8.65093208726926
1.26,-8.834846870201952
1.27,-9.004482109279477
1.28,-9.15957240863068
1.29,-9.299874877151694
1.3,-9.425170734709729
1.31,-9.535265444124772
1.32,-9.629986449496831
1.33,-9.709188131848958
1.34,-9.772748577316099
1.35,-9.8205691224918
1.36,-9.85257819397075
1.37,-9.868728028040936
1.38,-9.868995889814865
1.39,-9.853385212202564
1.4,-9.821924321768929
1.41,-9.774667490690268
1.42,-9.711694490204643
1.43,-9.633107658061208
1.44,-9.539037179938578
1.45,-9.42963666965276
1.46,-9.305082631962096
1.47,-9.165577820975388
1.48,-9.011347356255019
1.49,-8.842639799914323
1.5,-8.659727561419672
1.51,-8.462905418101126
1.52,-8.252491024327314
1.53,-8.028823908389404
1.54,-7.792262472269572
1.55,-7.5431884922048
1.56,-7.282002403703424
1.57,-7.0091227645465395
1.58,-6.724988516496187
1.59,-6.430055294940214
1.6,-6.124796072542858
1.61,-5.8097007772287075
1.62,-5.4852749143658865
1.63,-5.152039391282367
