"time","vout"
0,0
1.5e-7,0.2600390629695591
3e-7,0.5151562649422549
4.5e-7,0.7653517329396138
6e-7,1.0106254687654272
7.5e-7,1.250977990983594
9e-7,1.4864091336143344
1.05e-6,1.7169202094341127
1.2e-6,1.9425107968005622
1.35e-6,2.1631832901867507
1.5e-6,2.378936906245094
1.65e-6,2.5897742651427516
1.8e-6,2.795695911839857
1.95e-6,2.9967050906117803
2.1e-6,3.1928033073052715
2.25e-6,3.3839939446248315
2.4e-6,3.570279248699494
2.55e-6,3.7516637735114253
2.7e-6,3.928150469744163
2.85e-6,4.099744798128284
3e-6,4.266450543687494
3.15e-6,4.428273972078616
3.3e-6,4.58522063850053
3.45e-6,4.737296868634563
3.6e-6,4.884509484414261
3.75e-6,5.026866906798158
3.9e-6,5.164376943954339
4.05e-6,5.297048349111161
4.2e-6,5.424890722932917
4.35e-6,5.547914534057702
4.5e-6,5.666130299430375
4.65e-6,5.7795494716517695
4.8e-6,5.888184714810807
4.95e-6,5.992048642961074
5.1e-6,6.0911547642528046
5.25e-6,6.18551798239698
5.4e-6,6.275153208232124
5.55e-6,6.360076249516983
5.7e-6,6.44030400897526
5.85e-6,6.515853990698257
6e-6,6.586744319613664
6.15e-6,6.65299413197258
6.3e-6,6.714623461800796
6.45e-6,6.771652857599675
6.6e-6,6.8241038336788105
6.75e-6,6.871998988412551
6.9e-6,6.91536137923847
7.05e-6,6.954215002456974
7.2e-6,6.988584933972082
7.35e-6,7.018496874917499
7.5e-6,7.043977464931876
7.65e-6,7.06505421690295
7.8e-6,7.081755523799388
7.95e-6,7.094110665502644
8.1e-6,7.102149749259792
8.25e-6,7.1059037822488325
8.4e-6,7.105404740317364
8.55e-6,7.100685467934876
8.7e-6,7.091779720354433
8.85e-6,7.0787221695585165
9e-6,7.061547584326573
9.15e-6,7.040292431787644
9.3e-6,7.014994011936952
9.45e-6,6.985690387083988
9.6e-6,6.95242050709603
9.75e-6,6.915224178533804
9.9e-6,6.874141694667594
1.005e-5,6.829214789617544
1.02e-5,6.780485857078527
1.035e-5,6.7279981642282705
1.05e-5,6.671795851607568
1.065e-5,6.611922946813955
1.08e-5,6.548425460947362
1.095e-5,6.481349904691694
1.11e-5,6.410743561093916
1.125e-5,6.336654527383131
1.14e-5,6.259131615727282
1.155e-5,6.178224518363153
1.17e-5,6.093983730209764
1.185e-5,6.006460517769211
1.2e-5,5.91570693247567
1.215e-5,5.821775367275304
1.23e-5,5.724719120362698
1.245e-5,5.6245925192060575
1.26e-5,5.521450432763376
1.275e-5,5.415348440978599
1.29e-5,5.30634272261691
1.305e-5,5.1944900980935165
1.32e-5,5.079848232509406
1.335e-5,4.962475373147006
1.35e-5,4.842430418255365
1.365e-5,4.7197727537583
1.38e-5,4.5945620757179935
1.395e-5,4.466859229519274
1.41e-5,4.336725410456392
1.425e-5,4.204222375890643
1.44e-5,4.069412409574644
1.455e-5,3.932358174811903
1.47e-5,3.7931230658446435
1.485e-5,3.6517708938611233
1.5e-5,3.5083659545727692
1.515e-5,3.362973014169324
1.53e-5,3.215656836346547
1.545e-5,3.0664831719337142
1.56e-5,2.9155179743644797
1.575e-5,2.7628275828980255
1.59e-5,2.6084787073709816
1.605e-5,2.4525382787245276
1.62e-5,2.2950736867169694
1.635e-5,2.1361526226144147
1.65e-5,1.975843056075125
1.665e-5,1.8142132352753686
1.68e-5,1.6513314511292316
1.695e-5,1.4872663484547328
1.71e-5,1.3220868732350286
1.725e-5,1.1558620925478333
1.74e-5,0.9886612439789133
1.755e-5,0.8205536591535886
1.77e-5,0.6516087943444722
1.785e-5,0.48189628392431755
1.8e-5,0.31148581542075354
1.815e-5,0.1404471446617426
1.83e-5,-0.03114998632346531
1.845e-5,-0.2032358891069813
1.86e-5,-0.3757407069932601
1.875e-5,-0.5485946755089463
1.89e-5,-0.7217280722681475
1.905e-5,-0.895071258470108
1.92e-5,-1.0685547672876048
1.935e-5,-1.2421091094004246
1.95e-5,-1.4156649777169266
1.965e-5,-1.5891532176816439
1.98e-5,-1.7625048689821499
1.995e-5,-1.9356511662063132
2.01e-5,-2.1085235425814277
2.025e-5,-2.2810536812245754
2.04e-5,-2.4531735265252603
2.055e-5,-2.6248152586928923
2.07e-5,-2.7959114088285064
2.085e-5,-2.96639481722669
2.1e-5,-3.13619866481837
2.115e-5,-3.3052565103872436
2.13e-5,-3.473502334461999
2.145e-5,-3.6408704719971006
2.16e-5,-3.807295711114889
2.175e-5,-3.9727132932035425
2.19e-5,-4.1370588862400215
2.205e-5,-4.300268667109281
2.22e-5,-4.46227935289806
2.235e-5,-4.623028176539063
2.25e-5,-4.782452924479846
2.265e-5,-4.940491967335716
2.28e-5,-5.097084260052651
2.295e-5,-5.252169378391935
2.31e-5,-5.405687535877686
2.325e-5,-5.557579555251244
2.34e-5,-5.707786862203515
2.355e-5,-5.856251705902197
2.37e-5,-6.002916990073525
2.385e-5,-6.147726346545297
2.4e-5,-6.290624154958451
2.415e-5,-6.431555494405605
2.43e-5,-6.570466257755665
2.445e-5,-6.707303179232059
2.46e-5,-6.842013786853776
2.475e-5,-6.974546447676984
2.49e-5,-7.104850386933241
2.505e-5,-7.232875429724917
2.52e-5,-7.35857260643865
2.535e-5,-7.481893768231966
2.55e-5,-7.602791667060086
2.565e-5,-7.721219992199994
2.58e-5,-7.837133336917309
2.595e-5,-7.9504870125248575
2.61e-5,-8.061237701565151
2.625e-5,-8.169342926006982
2.64e-5,-8.274761217865631
2.655e-5,-8.377452135873128
2.67e-5,-8.477376093489625
